job_ref,region_code,region_name,patch_code,primary_channel,meter_type,job_type,status,requested_date,contact_date,booked_date,completed_date,engineer_id,contacts_count,abandoned_contacts,avg_handle_mins,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2025-0072898,NE,North East,NE-P3,Web,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-16,2025-10-28,ENG-NE-008,5,0,11.37,,,120.0,65.0,0
IMSERV-2025-0072899,NE,North East,NE-P1,App,IHD,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-12,,,1,0,10.83,Safety concern,,0.0,0.0,0
IMSERV-2025-0072900,NE,North East,NE-P1,Web,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-22,2025-10-28,ENG-NE-006,1,0,8.24,,,165.0,82.0,0
IMSERV-2025-0072901,NE,North East,NE-P1,IVR,IHD,REPAIR,Booked,2025-10-28,2025-10-28,2025-10-11,,ENG-NE-011,1,0,8.63,,,0.0,0.0,0
IMSERV-2025-0072902,NE,North East,NE-P1,IVR,SMETS1,NEW_INSTALL,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,5,0,11.26,Rescheduled by customer,,0.0,0.0,0
IMSERV-2025-0072903,NE,North East,NE-P5,Agent Callback,SMETS2_GAS,REPAIR,Cancelled,2025-10-28,2025-10-28,2025-10-16,,,1,0,9.88,Customer refused,,0.0,0.0,0
IMSERV-2025-0072904,NE,North East,NE-P3,SMS,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-NE-013,4,0,10.21,,,165.0,82.0,0
IMSERV-2025-0072905,NE,North East,NE-P2,Phone,IHD,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-22,,,5,0,12.04,Customer not home,,0.0,0.0,0
IMSERV-2025-0072906,NE,North East,NE-P2,Web,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-19,2025-10-28,ENG-NE-022,4,0,8.29,,,120.0,65.0,0
IMSERV-2025-0072907,NE,North East,NE-P4,Phone,SMETS1,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-09,,,5,0,10.31,Work order error,,0.0,0.0,0
IMSERV-2025-0072908,NE,North East,NE-P2,Web,SMETS1,REPAIR,Booked,2025-10-28,2025-10-28,2025-10-25,,ENG-NE-027,2,0,10.02,,,0.0,0.0,0
IMSERV-2025-0072909,MID,Midlands,MID-P1,IVR,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-19,2025-10-28,ENG-MID-001,2,0,5.12,,,185.0,95.0,0
IMSERV-2025-0072910,MID,Midlands,MID-P1,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-MID-008,5,0,9.64,,,185.0,95.0,0
IMSERV-2025-0072911,MID,Midlands,MID-P3,IVR,SMETS1,EXCHANGE,Aborted,2025-10-28,2025-10-28,2025-10-23,,ENG-MID-003,2,0,11.61,,Faulty meter location,0.0,38.0,0
IMSERV-2025-0072912,MID,Midlands,MID-P6,Phone,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-09,2025-10-28,ENG-MID-006,2,0,10.96,,,120.0,65.0,0
IMSERV-2025-0072913,MID,Midlands,MID-P6,Phone,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-08,2025-10-28,ENG-MID-013,3,0,5.07,,,165.0,82.0,0
IMSERV-2025-0072914,MID,Midlands,MID-P5,Phone,SMETS2,REPAIR,Booked,2025-10-28,2025-10-28,2025-10-09,,ENG-MID-005,5,0,11.31,,,0.0,0.0,0
IMSERV-2025-0072915,MID,Midlands,MID-P2,Agent Callback,SMETS2,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-10,2025-10-28,ENG-MID-002,5,0,6.03,,,120.0,65.0,0
IMSERV-2025-0072916,MID,Midlands,MID-P7,SMS,SMETS1,EXCHANGE,Aborted,2025-10-28,2025-10-28,2025-10-09,,ENG-MID-007,3,0,8.05,,Safety hazard,0.0,38.0,0
IMSERV-2025-0072917,MID,Midlands,MID-P1,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-25,2025-10-28,ENG-MID-022,3,0,7.34,,,165.0,82.0,0
IMSERV-2025-0072918,MID,Midlands,MID-P6,Web,SMETS2_GAS,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-08,2025-10-28,ENG-MID-020,5,0,10.93,,,185.0,95.0,0
IMSERV-2025-0072919,MID,Midlands,MID-P1,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-17,2025-10-28,ENG-MID-036,5,0,5.49,,,185.0,95.0,0
IMSERV-2025-0072920,MID,Midlands,MID-P4,IVR,SMETS1,REPAIR,Cancelled,2025-10-28,2025-10-28,2025-10-18,,,5,0,8.15,No access to meter,,0.0,0.0,0
IMSERV-2025-0072921,MID,Midlands,MID-P3,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-15,2025-10-28,ENG-MID-010,3,0,6.95,,,185.0,95.0,0
IMSERV-2025-0072922,MID,Midlands,MID-P6,App,SMETS2_GAS,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,3,0,4.73,Safety concern,,0.0,0.0,0
IMSERV-2025-0072923,MID,Midlands,MID-P5,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-13,2025-10-28,ENG-MID-019,1,0,8.96,,,165.0,82.0,0
IMSERV-2025-0072924,MID,Midlands,MID-P1,Web,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-16,2025-10-28,ENG-MID-043,4,0,7.4,,,165.0,82.0,0
IMSERV-2025-0072925,MID,Midlands,MID-P5,Phone,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-20,2025-10-28,ENG-MID-026,2,0,6.9,,,165.0,82.0,0
IMSERV-2025-0072926,MID,Midlands,MID-P6,Phone,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-15,2025-10-28,ENG-MID-027,5,1,9.33,,,185.0,95.0,0
IMSERV-2025-0072927,MID,Midlands,MID-P3,Phone,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-11,2025-10-28,ENG-MID-017,3,0,10.68,,,165.0,82.0,0
IMSERV-2025-0072928,MID,Midlands,MID-P5,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-24,2025-10-28,ENG-MID-033,4,0,11.11,,,165.0,82.0,0
IMSERV-2025-0072929,MID,Midlands,MID-P5,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-21,2025-10-28,ENG-MID-005,2,0,9.09,,,165.0,82.0,0
IMSERV-2025-0072930,MID,Midlands,MID-P2,Phone,SMETS2,NEW_INSTALL,Aborted,2025-10-28,2025-10-28,2025-10-09,,ENG-MID-009,2,0,7.87,,Customer unavailable,0.0,38.0,0
IMSERV-2025-0072931,MID,Midlands,MID-P6,SMS,SMETS2,EXCHANGE,Aborted,2025-10-28,2025-10-28,2025-10-13,,ENG-MID-034,1,0,4.75,,Health & safety concern,0.0,38.0,0
IMSERV-2025-0072932,MID,Midlands,MID-P4,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-08,2025-10-28,ENG-MID-004,5,0,10.16,,,185.0,95.0,0
IMSERV-2025-0072933,MID,Midlands,MID-P5,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-MID-019,1,0,11.68,,,185.0,95.0,0
IMSERV-2025-0072934,MID,Midlands,MID-P7,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-MID-014,5,1,6.67,,,165.0,82.0,0
IMSERV-2025-0072935,SE,South East,SE-P7,App,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-25,2025-10-28,ENG-SE-015,3,0,7.77,,,165.0,82.0,0
IMSERV-2025-0072936,SE,South East,SE-P4,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-19,2025-10-28,ENG-SE-004,1,0,5.11,,,185.0,95.0,0
IMSERV-2025-0072937,SE,South East,SE-P8,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-SE-008,5,0,4.79,,,165.0,82.0,0
IMSERV-2025-0072938,SE,South East,SE-P1,App,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-15,2025-10-28,ENG-SE-001,3,0,8.89,,,185.0,95.0,0
IMSERV-2025-0072939,SE,South East,SE-P1,SMS,SMETS2,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-23,,,3,0,9.6,Work order error,,0.0,0.0,0
IMSERV-2025-0072940,SE,South East,SE-P8,Phone,SMETS2,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-SE-016,4,0,7.21,,,120.0,65.0,0
IMSERV-2025-0072941,SE,South East,SE-P3,App,SMETS2,REMOVAL,Completed,2025-10-28,2025-10-28,2025-10-22,2025-10-28,ENG-SE-003,4,1,8.32,,,90.0,48.0,0
IMSERV-2025-0072942,SE,South East,SE-P3,Web,SMETS2,REMOVAL,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-SE-011,1,1,6.97,,,90.0,48.0,0
IMSERV-2025-0072943,SE,South East,SE-P7,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-09,2025-10-28,ENG-SE-023,5,0,8.4,,,185.0,95.0,0
IMSERV-2025-0072944,SE,South East,SE-P2,IVR,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-14,2025-10-28,ENG-SE-002,4,0,11.73,,,165.0,82.0,0
IMSERV-2025-0072945,SE,South East,SE-P2,Web,SMETS1,REMOVAL,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-SE-010,5,0,10.51,,,90.0,48.0,0
IMSERV-2025-0072946,SE,South East,SE-P7,Phone,SMETS2,NEW_INSTALL,Booked,2025-10-28,2025-10-28,2025-10-12,,ENG-SE-039,4,0,9.05,,,0.0,0.0,0
IMSERV-2025-0072947,SE,South East,SE-P5,Phone,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-SE-005,3,0,10.8,,,165.0,82.0,0
IMSERV-2025-0072948,SE,South East,SE-P7,Web,IHD,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-22,2025-10-28,ENG-SE-047,5,0,8.76,,,165.0,82.0,0
IMSERV-2025-0072949,SE,South East,SE-P7,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-10,2025-10-28,ENG-SE-015,2,0,10.72,,,165.0,82.0,0
IMSERV-2025-0072950,SE,South East,SE-P4,Phone,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-19,2025-10-28,ENG-SE-012,2,0,7.36,,,185.0,95.0,0
IMSERV-2025-0072951,SE,South East,SE-P8,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-14,2025-10-28,ENG-SE-032,5,0,11.45,,,165.0,82.0,0
IMSERV-2025-0072952,SE,South East,SE-P5,Phone,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-20,2025-10-28,ENG-SE-013,5,0,10.19,,,165.0,82.0,0
IMSERV-2025-0072953,SE,South East,SE-P4,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-11,2025-10-28,ENG-SE-028,1,0,8.63,,,185.0,95.0,0
IMSERV-2025-0072954,SE,South East,SE-P1,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-14,2025-10-28,ENG-SE-017,3,0,11.53,,,185.0,95.0,0
IMSERV-2025-0072955,SE,South East,SE-P3,Phone,SMETS2,REPAIR,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,3,0,6.17,Customer refused,,0.0,0.0,0
IMSERV-2025-0072956,SE,South East,SE-P5,App,SMETS1,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,3,0,4.55,Equipment fault,,0.0,0.0,0
IMSERV-2025-0072957,SE,South East,SE-P2,SMS,SMETS2,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-SE-034,5,0,9.1,,,120.0,65.0,0
IMSERV-2025-0072958,SE,South East,SE-P4,SMS,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-14,2025-10-28,ENG-SE-004,5,0,10.38,,,185.0,95.0,0
IMSERV-2025-0072959,SE,South East,SE-P8,Web,SMETS2,REPAIR,Cancelled,2025-10-28,2025-10-28,2025-10-10,,,4,0,10.72,No access to meter,,0.0,0.0,0
IMSERV-2025-0072960,SW,South West,SW-P3,Web,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-23,2025-10-28,ENG-SW-003,1,0,9.15,,,120.0,65.0,0
IMSERV-2025-0072961,SW,South West,SW-P1,Phone,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-SW-001,1,0,10.29,,,185.0,95.0,0
IMSERV-2025-0072962,SW,South West,SW-P3,Web,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-SW-007,4,0,6.09,,,165.0,82.0,0
IMSERV-2025-0072963,SW,South West,SW-P4,SMS,IHD,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-SW-004,1,0,5.12,,,165.0,82.0,0
IMSERV-2025-0072964,SW,South West,SW-P3,IVR,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-24,2025-10-28,ENG-SW-011,5,0,8.82,,,185.0,95.0,0
IMSERV-2025-0072965,SW,South West,SW-P1,Phone,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-SW-005,4,0,11.68,,,165.0,82.0,0
IMSERV-2025-0072966,SW,South West,SW-P3,App,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-16,2025-10-28,ENG-SW-015,2,0,6.81,,,120.0,65.0,0
IMSERV-2025-0072967,SW,South West,SW-P1,Phone,IHD,REPAIR,Aborted,2025-10-28,2025-10-28,2025-10-11,,ENG-SW-017,3,0,11.01,,Health & safety concern,0.0,38.0,0
IMSERV-2025-0072968,SW,South West,SW-P3,Phone,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-21,2025-10-28,ENG-SW-019,3,0,7.74,,,120.0,65.0,0
IMSERV-2025-0072969,SW,South West,SW-P2,Web,SMETS2,NEW_INSTALL,Booked,2025-10-28,2025-10-28,2025-10-07,,ENG-SW-002,2,0,12.03,,,0.0,0.0,0
IMSERV-2025-0072970,SW,South West,SW-P4,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-24,2025-10-28,ENG-SW-008,1,0,4.71,,,185.0,95.0,0
IMSERV-2025-0072971,SW,South West,SW-P3,App,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-SW-023,1,0,10.88,,,165.0,82.0,0
IMSERV-2025-0072972,SW,South West,SW-P3,Web,SMETS1,EXCHANGE,Booked,2025-10-28,2025-10-28,2025-10-07,,ENG-SW-003,4,1,4.96,,,0.0,0.0,0
IMSERV-2025-0072973,SW,South West,SW-P4,Web,SMETS2,EXCHANGE,Booked,2025-10-28,2025-10-28,2025-10-07,,ENG-SW-012,4,0,8.26,,,0.0,0.0,0
IMSERV-2025-0072974,SW,South West,SW-P1,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-SW-021,2,0,11.64,,,185.0,95.0,0
IMSERV-2025-0072975,SW,South West,SW-P2,Phone,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-17,2025-10-28,ENG-SW-006,5,0,9.57,,,120.0,65.0,0
IMSERV-2025-0072976,WAL,Wales,WAL-P2,Phone,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-24,2025-10-28,ENG-WAL-002,3,1,8.45,,,165.0,82.0,0
IMSERV-2025-0072977,WAL,Wales,WAL-P2,Phone,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-16,2025-10-28,ENG-WAL-005,4,0,7.53,,,120.0,65.0,0
IMSERV-2025-0072978,WAL,Wales,WAL-P3,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-20,2025-10-28,ENG-WAL-003,4,0,5.92,,,185.0,95.0,0
IMSERV-2025-0072979,WAL,Wales,WAL-P2,App,IHD,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-19,2025-10-28,ENG-WAL-008,2,0,10.05,,,185.0,95.0,0
IMSERV-2025-0072980,WAL,Wales,WAL-P3,App,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-25,2025-10-28,ENG-WAL-006,2,0,8.83,,,165.0,82.0,0
IMSERV-2025-0072981,WAL,Wales,WAL-P1,IVR,SMETS2,REMOVAL,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-WAL-001,4,0,5.81,,,90.0,48.0,0
IMSERV-2025-0072982,WAL,Wales,WAL-P3,Phone,SMETS2_GAS,EXCHANGE,Aborted,2025-10-28,2025-10-28,2025-10-13,,ENG-WAL-009,5,0,9.3,,Parts not available,0.0,38.0,0
IMSERV-2025-0072983,WAL,Wales,WAL-P2,App,SMETS2,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,3,0,10.45,Wrong meter type,,0.0,0.0,0
IMSERV-2025-0072984,WAL,Wales,WAL-P3,Phone,SMETS1,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-13,,,2,0,6.1,Safety concern,,0.0,0.0,0
IMSERV-2025-0072985,WAL,Wales,WAL-P3,Web,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-WAL-012,3,0,7.33,,,185.0,95.0,0
IMSERV-2025-0072986,WAL,Wales,WAL-P3,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-08,2025-10-28,ENG-WAL-015,3,0,12.43,,,185.0,95.0,0
IMSERV-2025-0072987,WAL,Wales,WAL-P2,Web,SMETS1,NEW_INSTALL,Cancelled,2025-10-28,2025-10-28,2025-10-16,,,4,0,8.83,Customer not home,,0.0,0.0,0
IMSERV-2025-0072988,WAL,Wales,WAL-P1,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-17,2025-10-28,ENG-WAL-004,5,0,6.91,,,165.0,82.0,0
IMSERV-2025-0072989,SCO,Scotland,SCO-P4,Web,SMETS1,NEW_INSTALL,Cancelled,2025-10-28,2025-10-28,2025-10-17,,,5,0,10.45,Customer refused,,0.0,0.0,0
IMSERV-2025-0072990,SCO,Scotland,SCO-P1,SMS,IHD,NEW_INSTALL,Cancelled,2025-10-28,2025-10-28,2025-10-15,,,5,0,8.75,Customer not home,,0.0,0.0,0
IMSERV-2025-0072991,SCO,Scotland,SCO-P1,App,SMETS2_GAS,REPAIR,Booked,2025-10-28,2025-10-28,2025-10-22,,ENG-SCO-001,4,0,5.36,,,0.0,0.0,0
IMSERV-2025-0072992,SCO,Scotland,SCO-P1,Web,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-08,2025-10-28,ENG-SCO-005,3,0,11.56,,,165.0,82.0,0
IMSERV-2025-0072993,SCO,Scotland,SCO-P1,SMS,SMETS1,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-SCO-009,1,0,11.53,,,185.0,95.0,0
IMSERV-2025-0072994,SCO,Scotland,SCO-P1,IVR,SMETS2,EXCHANGE,Aborted,2025-10-28,2025-10-28,2025-10-25,,ENG-SCO-013,3,0,6.41,,Parts not available,0.0,38.0,0
IMSERV-2025-0072995,SCO,Scotland,SCO-P1,Web,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-23,2025-10-28,ENG-SCO-017,3,0,11.75,,,165.0,82.0,0
IMSERV-2025-0072996,SCO,Scotland,SCO-P4,Web,SMETS2_GAS,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-14,2025-10-28,ENG-SCO-004,2,0,5.71,,,185.0,95.0,0
IMSERV-2025-0072997,SCO,Scotland,SCO-P3,App,SMETS2_GAS,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-17,2025-10-28,ENG-SCO-003,2,0,11.67,,,185.0,95.0,0
IMSERV-2025-0072998,SCO,Scotland,SCO-P3,App,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-24,2025-10-28,ENG-SCO-007,5,0,9.71,,,165.0,82.0,0
IMSERV-2025-0072999,SCO,Scotland,SCO-P3,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-15,2025-10-28,ENG-SCO-011,2,0,7.77,,,185.0,95.0,0
IMSERV-2025-0073000,SCO,Scotland,SCO-P2,Phone,SMETS2,NEW_INSTALL,Aborted,2025-10-28,2025-10-28,2025-10-11,,ENG-SCO-002,4,0,7.2,,Safety hazard,0.0,38.0,0
IMSERV-2025-0073001,SCO,Scotland,SCO-P3,Phone,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-14,2025-10-28,ENG-SCO-019,2,0,9.18,,,165.0,82.0,0
IMSERV-2025-0073002,SCO,Scotland,SCO-P3,Phone,SMETS2_GAS,REPAIR,Aborted,2025-10-28,2025-10-28,2025-10-10,,ENG-SCO-023,5,0,5.29,,Health & safety concern,0.0,38.0,0
IMSERV-2025-0073003,SCO,Scotland,SCO-P2,SMS,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-23,2025-10-28,ENG-SCO-006,3,1,11.95,,,165.0,82.0,0
IMSERV-2025-0073004,SCO,Scotland,SCO-P4,IVR,SMETS2_GAS,REMOVAL,Completed,2025-10-28,2025-10-28,2025-10-13,2025-10-28,ENG-SCO-008,3,0,7.44,,,90.0,48.0,0
IMSERV-2025-0073005,YRK,Yorkshire,YRK-P1,SMS,SMETS2_GAS,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-22,2025-10-28,ENG-YRK-001,2,0,11.38,,,120.0,65.0,0
IMSERV-2025-0073006,YRK,Yorkshire,YRK-P1,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-YRK-006,2,0,7.9,,,185.0,95.0,0
IMSERV-2025-0073007,YRK,Yorkshire,YRK-P5,Phone,IHD,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-21,2025-10-28,ENG-YRK-010,5,0,6.12,,,165.0,82.0,0
IMSERV-2025-0073008,YRK,Yorkshire,YRK-P5,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-YRK-015,1,0,5.73,,,185.0,95.0,0
IMSERV-2025-0073009,YRK,Yorkshire,YRK-P2,Web,SMETS2,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-12,2025-10-28,ENG-YRK-002,5,0,6.85,,,165.0,82.0,0
IMSERV-2025-0073010,YRK,Yorkshire,YRK-P5,Phone,IHD,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-22,2025-10-28,ENG-YRK-025,2,0,10.43,,,185.0,95.0,0
IMSERV-2025-0073011,YRK,Yorkshire,YRK-P5,IVR,SMETS2,REPAIR,Completed,2025-10-28,2025-10-28,2025-10-25,2025-10-28,ENG-YRK-030,1,0,6.12,,,120.0,65.0,0
IMSERV-2025-0073012,YRK,Yorkshire,YRK-P2,IVR,SMETS2,EXCHANGE,Booked,2025-10-28,2025-10-28,2025-10-11,,ENG-YRK-007,3,0,7.92,,,0.0,0.0,0
IMSERV-2025-0073013,YRK,Yorkshire,YRK-P4,App,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-08,2025-10-28,ENG-YRK-019,3,0,4.69,,,185.0,95.0,0
IMSERV-2025-0073014,YRK,Yorkshire,YRK-P3,Agent Callback,SMETS2,EXCHANGE,Booked,2025-10-28,2025-10-28,2025-10-24,,ENG-YRK-003,5,0,7.69,,,0.0,0.0,0
IMSERV-2025-0073015,YRK,Yorkshire,YRK-P4,Phone,SMETS2,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-14,,,4,0,8.4,Customer not home,,0.0,0.0,0
IMSERV-2025-0073016,YRK,Yorkshire,YRK-P2,Phone,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-17,2025-10-28,ENG-YRK-012,4,0,5.96,,,185.0,95.0,0
IMSERV-2025-0073017,YRK,Yorkshire,YRK-P5,Agent Callback,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-23,2025-10-28,ENG-YRK-010,1,0,7.89,,,165.0,82.0,0
IMSERV-2025-0073018,YRK,Yorkshire,YRK-P4,Phone,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,5,0,10.65,Wrong meter type,,0.0,0.0,0
IMSERV-2025-0073019,YRK,Yorkshire,YRK-P2,Web,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-18,2025-10-28,ENG-YRK-017,1,0,9.35,,,185.0,95.0,0
IMSERV-2025-0073020,YRK,Yorkshire,YRK-P2,App,SMETS2_GAS,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-20,2025-10-28,ENG-YRK-022,4,0,9.74,,,185.0,95.0,0
IMSERV-2025-0073021,YRK,Yorkshire,YRK-P1,Web,SMETS1,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-09,2025-10-28,ENG-YRK-011,5,0,12.22,,,165.0,82.0,0
IMSERV-2025-0073022,YRK,Yorkshire,YRK-P2,Agent Callback,SMETS2,NEW_INSTALL,Completed,2025-10-28,2025-10-28,2025-10-07,2025-10-28,ENG-YRK-027,4,0,6.58,,,185.0,95.0,0
IMSERV-2025-0073023,YRK,Yorkshire,YRK-P3,Web,SMETS1,EXCHANGE,Cancelled,2025-10-28,2025-10-28,2025-10-25,,,2,1,6.13,Wrong meter type,,0.0,0.0,0
IMSERV-2025-0073024,YRK,Yorkshire,YRK-P4,SMS,SMETS2_GAS,EXCHANGE,Completed,2025-10-28,2025-10-28,2025-10-23,2025-10-28,ENG-YRK-024,2,0,12.48,,,165.0,82.0,0
IMSERV-2025-0073025,YRK,Yorkshire,YRK-P5,Phone,SMETS2,EXCHANGE,Booked,2025-10-28,2025-10-28,2025-10-15,,ENG-YRK-015,3,0,9.58,,,0.0,0.0,0
IMSERV-2025-0073026,YRK,Yorkshire,YRK-P1,Phone,SMETS1,REPAIR,Booked,2025-10-28,2025-10-28,2025-10-11,,ENG-YRK-021,1,0,11.84,,,0.0,0.0,0
IMSERV-2025-0073027,YRK,Yorkshire,YRK-P4,Web,SMETS2_GAS,NEW_INSTALL,Booked,2025-10-28,2025-10-28,2025-10-20,,ENG-YRK-029,2,0,6.35,,,0.0,0.0,0
IMSERV-2025-0073028,NW,North West,NW-P6,App,SMETS2,EXCHANGE,Completed,2025-10-29,2025-10-29,2025-10-21,2025-10-29,ENG-NW-006,3,0,10.84,,,165.0,82.0,0
