job_ref,region_code,region_name,patch_code,meter_type,job_type,status,requested_date,booked_date,completed_date,engineer_id,contacts_count,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2025-0045577,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Completed,2025-02-16,2025-02-12,2025-02-16,ENG-SCO-007,1,,,185.0,95.0,0
IMSERV-2025-0045578,SCO,Scotland,SCO-P3,SMETS1,EXCHANGE,Completed,2025-02-16,2025-02-10,2025-02-16,ENG-SCO-015,1,,,165.0,82.0,0
IMSERV-2025-0045579,YRK,Yorkshire,YRK-P4,SMETS2,NEW_INSTALL,Booked,2025-02-16,2025-01-30,,ENG-YRK-030,4,,,0,0,0
IMSERV-2025-0045580,YRK,Yorkshire,YRK-P3,SMETS2,NEW_INSTALL,Completed,2025-02-16,2025-02-09,2025-02-16,ENG-YRK-027,5,,,185.0,95.0,0
IMSERV-2025-0045581,YRK,Yorkshire,YRK-P5,SMETS2,REPAIR,Completed,2025-02-16,2025-02-02,2025-02-16,ENG-YRK-022,1,,,120.0,65.0,0
IMSERV-2025-0045582,NW,North West,NW-P5,SMETS1,REMOVAL,Completed,2025-02-17,2025-01-30,2025-02-17,ENG-NW-037,4,,,90.0,48.0,0
IMSERV-2025-0045583,NW,North West,NW-P1,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-06,2025-02-17,ENG-NW-004,3,,,165.0,82.0,0
IMSERV-2025-0045584,NW,North West,NW-P4,SMETS2,REPAIR,Completed,2025-02-17,2025-02-08,2025-02-17,ENG-NW-031,5,,,120.0,65.0,0
IMSERV-2025-0045585,NW,North West,NW-P2,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-05,2025-02-17,ENG-NW-022,3,,,165.0,82.0,0
IMSERV-2025-0045586,NW,North West,NW-P6,SMETS2_GAS,EXCHANGE,Booked,2025-02-17,2025-02-02,,ENG-NW-014,4,,,0,0,0
IMSERV-2025-0045587,NW,North West,NW-P5,SMETS2,REMOVAL,Booked,2025-02-17,2025-02-13,,ENG-NW-004,4,,,0,0,0
IMSERV-2025-0045588,NW,North West,NW-P5,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-02-08,2025-02-17,ENG-NW-034,4,,,185.0,95.0,0
IMSERV-2025-0045589,NW,North West,NW-P1,SMETS1,EXCHANGE,Cancelled,2025-02-17,2025-01-31,,,4,Work order error,,0,0,0
IMSERV-2025-0045590,NW,North West,NW-P5,SMETS1,NEW_INSTALL,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-NW-007,4,,,185.0,95.0,0
IMSERV-2025-0045591,NW,North West,NW-P4,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-13,2025-02-17,ENG-NW-014,5,,,165.0,82.0,0
IMSERV-2025-0045592,NW,North West,NW-P4,SMETS2_GAS,EXCHANGE,Cancelled,2025-02-17,2025-02-09,,,2,Customer refused,,0,0,0
IMSERV-2025-0045593,NW,North West,NW-P3,SMETS1,NEW_INSTALL,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-NW-019,5,,,185.0,95.0,0
IMSERV-2025-0045594,NW,North West,NW-P3,SMETS1,EXCHANGE,Cancelled,2025-02-17,2025-02-13,,,3,Safety concern,,0,0,0
IMSERV-2025-0045595,NW,North West,NW-P1,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-09,2025-02-17,ENG-NW-002,5,,,165.0,82.0,0
IMSERV-2025-0045596,NW,North West,NW-P4,IHD,REPAIR,Aborted,2025-02-17,2025-02-10,,ENG-NW-023,2,,Parts not available,0,65.0,0
IMSERV-2025-0045597,NW,North West,NW-P5,IHD,NEW_INSTALL,Booked,2025-02-17,2025-02-08,,ENG-NW-012,5,,,0,0,0
IMSERV-2025-0045598,NW,North West,NW-P5,SMETS2,NEW_INSTALL,Aborted,2025-02-17,2025-02-13,,ENG-NW-033,1,,Customer unavailable,0,95.0,0
IMSERV-2025-0045599,NW,North West,NW-P3,SMETS1,REPAIR,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-NW-027,1,,,120.0,65.0,0
IMSERV-2025-0045600,NE,North East,NE-P1,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-02-07,2025-02-17,ENG-NE-011,5,,,185.0,95.0,0
IMSERV-2025-0045601,NE,North East,NE-P3,SMETS1,EXCHANGE,Completed,2025-02-17,2025-02-08,2025-02-17,ENG-NE-004,4,,,165.0,82.0,0
IMSERV-2025-0045602,NE,North East,NE-P2,SMETS2_GAS,EXCHANGE,Cancelled,2025-02-17,2025-02-08,,,2,No access to meter,,0,0,0
IMSERV-2025-0045603,NE,North East,NE-P2,SMETS1,EXCHANGE,Cancelled,2025-02-17,2025-02-04,,,2,Safety concern,,0,0,0
IMSERV-2025-0045604,NE,North East,NE-P3,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-11,2025-02-17,ENG-NE-016,2,,,165.0,82.0,0
IMSERV-2025-0045605,NE,North East,NE-P3,SMETS1,EXCHANGE,Aborted,2025-02-17,2025-02-02,,ENG-NE-001,1,,Parts not available,0,82.0,0
IMSERV-2025-0045606,NE,North East,NE-P3,SMETS2_GAS,NEW_INSTALL,Booked,2025-02-17,2025-02-03,,ENG-NE-017,4,,,0,0,0
IMSERV-2025-0045607,NE,North East,NE-P3,IHD,EXCHANGE,Cancelled,2025-02-17,2025-02-01,,,2,Safety concern,,0,0,0
IMSERV-2025-0045608,NE,North East,NE-P2,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-01-28,2025-02-17,ENG-NE-008,4,,,185.0,95.0,0
IMSERV-2025-0045609,NE,North East,NE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-01,2025-02-17,ENG-NE-024,5,,,185.0,95.0,0
IMSERV-2025-0045610,NE,North East,NE-P2,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-10,2025-02-17,ENG-NE-007,1,,,185.0,95.0,0
IMSERV-2025-0045611,NE,North East,NE-P5,SMETS2,EXCHANGE,Completed,2025-02-17,2025-01-29,2025-02-17,ENG-NE-003,1,,,165.0,82.0,0
IMSERV-2025-0045612,MID,Midlands,MID-P1,SMETS2_GAS,REMOVAL,Completed,2025-02-17,2025-01-30,2025-02-17,ENG-MID-020,1,,,90.0,48.0,0
IMSERV-2025-0045613,MID,Midlands,MID-P7,SMETS2,REMOVAL,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-MID-012,5,,,90.0,48.0,0
IMSERV-2025-0045614,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-MID-032,4,,,165.0,82.0,0
IMSERV-2025-0045615,MID,Midlands,MID-P1,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-05,2025-02-17,ENG-MID-015,2,,,165.0,82.0,0
IMSERV-2025-0045616,MID,Midlands,MID-P3,SMETS1,NEW_INSTALL,Completed,2025-02-17,2025-02-09,2025-02-17,ENG-MID-009,1,,,185.0,95.0,0
IMSERV-2025-0045617,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-MID-042,2,,,165.0,82.0,0
IMSERV-2025-0045618,MID,Midlands,MID-P5,IHD,EXCHANGE,Cancelled,2025-02-17,2025-02-09,,,1,Safety concern,,0,0,0
IMSERV-2025-0045619,MID,Midlands,MID-P1,SMETS2_GAS,REPAIR,Completed,2025-02-17,2025-01-31,2025-02-17,ENG-MID-002,5,,,120.0,65.0,0
IMSERV-2025-0045620,MID,Midlands,MID-P5,SMETS2_GAS,NEW_INSTALL,Booked,2025-02-17,2025-02-14,,ENG-MID-028,1,,,0,0,0
IMSERV-2025-0045621,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-04,2025-02-17,ENG-MID-003,3,,,165.0,82.0,0
IMSERV-2025-0045622,MID,Midlands,MID-P4,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-08,2025-02-17,ENG-MID-010,2,,,165.0,82.0,0
IMSERV-2025-0045623,MID,Midlands,MID-P7,IHD,NEW_INSTALL,Completed,2025-02-17,2025-02-02,2025-02-17,ENG-MID-013,4,,,185.0,95.0,0
IMSERV-2025-0045624,MID,Midlands,MID-P4,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-MID-013,4,,,185.0,95.0,0
IMSERV-2025-0045625,MID,Midlands,MID-P6,SMETS2_GAS,REPAIR,Cancelled,2025-02-17,2025-02-09,,,3,Work order error,,0,0,0
IMSERV-2025-0045626,MID,Midlands,MID-P6,SMETS2_GAS,EXCHANGE,Aborted,2025-02-17,2025-01-29,,ENG-MID-031,3,,Health & safety concern,0,82.0,0
IMSERV-2025-0045627,MID,Midlands,MID-P1,SMETS1,EXCHANGE,Completed,2025-02-17,2025-02-02,2025-02-17,ENG-MID-003,4,,,165.0,82.0,0
IMSERV-2025-0045628,MID,Midlands,MID-P1,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-11,2025-02-17,ENG-MID-016,3,,,165.0,82.0,0
IMSERV-2025-0045629,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-02,2025-02-17,ENG-MID-008,2,,,165.0,82.0,0
IMSERV-2025-0045630,MID,Midlands,MID-P7,SMETS2,NEW_INSTALL,Aborted,2025-02-17,2025-02-08,,ENG-MID-005,3,,Customer unavailable,0,95.0,0
IMSERV-2025-0045631,MID,Midlands,MID-P7,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-11,2025-02-17,ENG-MID-023,5,,,185.0,95.0,0
IMSERV-2025-0045632,MID,Midlands,MID-P4,SMETS2_GAS,EXCHANGE,Aborted,2025-02-17,2025-02-11,,ENG-MID-046,3,,Customer unavailable,0,82.0,0
IMSERV-2025-0045633,SE,South East,SE-P5,SMETS2,REMOVAL,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-SE-007,2,,,90.0,48.0,0
IMSERV-2025-0045634,SE,South East,SE-P4,SMETS2_GAS,REPAIR,Completed,2025-02-17,2025-01-30,2025-02-17,ENG-SE-037,3,,,120.0,65.0,0
IMSERV-2025-0045635,SE,South East,SE-P2,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-05,2025-02-17,ENG-SE-040,5,,,165.0,82.0,0
IMSERV-2025-0045636,SE,South East,SE-P4,IHD,REPAIR,Completed,2025-02-17,2025-02-06,2025-02-17,ENG-SE-033,5,,,120.0,65.0,0
IMSERV-2025-0045637,SE,South East,SE-P4,SMETS2_GAS,EXCHANGE,Aborted,2025-02-17,2025-02-07,,ENG-SE-002,2,,Health & safety concern,0,82.0,0
IMSERV-2025-0045638,SE,South East,SE-P7,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-13,2025-02-17,ENG-SE-038,1,,,165.0,82.0,0
IMSERV-2025-0045639,SE,South East,SE-P7,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-09,2025-02-17,ENG-SE-036,5,,,165.0,82.0,0
IMSERV-2025-0045640,SE,South East,SE-P1,SMETS1,REPAIR,Completed,2025-02-17,2025-02-08,2025-02-17,ENG-SE-032,3,,,120.0,65.0,0
IMSERV-2025-0045641,SE,South East,SE-P3,SMETS2_GAS,NEW_INSTALL,Aborted,2025-02-17,2025-02-13,,ENG-SE-028,3,,No access,0,95.0,0
IMSERV-2025-0045642,SE,South East,SE-P7,SMETS2,REPAIR,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-SE-009,1,,,120.0,65.0,0
IMSERV-2025-0045643,SE,South East,SE-P7,SMETS1,EXCHANGE,Completed,2025-02-17,2025-02-01,2025-02-17,ENG-SE-048,3,,,165.0,82.0,0
IMSERV-2025-0045644,SE,South East,SE-P3,IHD,EXCHANGE,Completed,2025-02-17,2025-02-07,2025-02-17,ENG-SE-008,3,,,165.0,82.0,0
IMSERV-2025-0045645,SE,South East,SE-P3,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-02-07,2025-02-17,ENG-SE-042,2,,,185.0,95.0,0
IMSERV-2025-0045646,SE,South East,SE-P8,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-01-30,2025-02-17,ENG-SE-014,1,,,185.0,95.0,0
IMSERV-2025-0045647,SE,South East,SE-P8,SMETS2,EXCHANGE,Booked,2025-02-17,2025-02-08,,ENG-SE-001,5,,,0,0,0
IMSERV-2025-0045648,SE,South East,SE-P6,SMETS2_GAS,EXCHANGE,Cancelled,2025-02-17,2025-01-28,,,2,Customer not home,,0,0,0
IMSERV-2025-0045649,SE,South East,SE-P4,SMETS1,REPAIR,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-SE-046,3,,,120.0,65.0,0
IMSERV-2025-0045650,SE,South East,SE-P8,SMETS2,REPAIR,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-SE-003,2,,,120.0,65.0,0
IMSERV-2025-0045651,SE,South East,SE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-01-30,2025-02-17,ENG-SE-035,1,,,185.0,95.0,0
IMSERV-2025-0045652,SE,South East,SE-P8,SMETS2,REPAIR,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-SE-021,3,,,120.0,65.0,0
IMSERV-2025-0045653,SE,South East,SE-P3,SMETS1,NEW_INSTALL,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-SE-030,5,,,185.0,95.0,0
IMSERV-2025-0045654,SE,South East,SE-P4,SMETS2,REPAIR,Completed,2025-02-17,2025-02-02,2025-02-17,ENG-SE-042,2,,,120.0,65.0,0
IMSERV-2025-0045655,SE,South East,SE-P6,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-SE-043,5,,,165.0,82.0,0
IMSERV-2025-0045656,SE,South East,SE-P4,SMETS2,NEW_INSTALL,Aborted,2025-02-17,2025-01-30,,ENG-SE-039,5,,No access,0,95.0,0
IMSERV-2025-0045657,SW,South West,SW-P4,SMETS2,REPAIR,Completed,2025-02-17,2025-01-31,2025-02-17,ENG-SW-017,2,,,120.0,65.0,0
IMSERV-2025-0045658,SW,South West,SW-P2,SMETS2_GAS,NEW_INSTALL,Booked,2025-02-17,2025-02-14,,ENG-SW-004,4,,,0,0,0
IMSERV-2025-0045659,SW,South West,SW-P4,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-02-17,2025-02-14,,,2,Equipment fault,,0,0,0
IMSERV-2025-0045660,SW,South West,SW-P2,SMETS2,REPAIR,Completed,2025-02-17,2025-02-07,2025-02-17,ENG-SW-002,4,,,120.0,65.0,0
IMSERV-2025-0045661,SW,South West,SW-P1,SMETS2_GAS,NEW_INSTALL,Booked,2025-02-17,2025-02-03,,ENG-SW-008,4,,,0,0,0
IMSERV-2025-0045662,SW,South West,SW-P2,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-01-29,2025-02-17,ENG-SW-017,3,,,165.0,82.0,0
IMSERV-2025-0045663,SW,South West,SW-P4,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-SW-001,5,,,185.0,95.0,0
IMSERV-2025-0045664,SW,South West,SW-P1,SMETS2,NEW_INSTALL,Aborted,2025-02-17,2025-02-02,,ENG-SW-005,5,,Faulty meter location,0,95.0,0
IMSERV-2025-0045665,SW,South West,SW-P4,SMETS2,EXCHANGE,Aborted,2025-02-17,2025-02-01,,ENG-SW-009,5,,Parts not available,0,82.0,0
IMSERV-2025-0045666,SW,South West,SW-P1,SMETS1,NEW_INSTALL,Booked,2025-02-17,2025-02-12,,ENG-SW-002,4,,,0,0,0
IMSERV-2025-0045667,SW,South West,SW-P4,SMETS2_GAS,REPAIR,Booked,2025-02-17,2025-02-01,,ENG-SW-002,4,,,0,0,0
IMSERV-2025-0045668,SW,South West,SW-P2,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-01,2025-02-17,ENG-SW-024,2,,,185.0,95.0,0
IMSERV-2025-0045669,SW,South West,SW-P2,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-02-17,2025-01-28,,,3,Equipment fault,,0,0,0
IMSERV-2025-0045670,WAL,Wales,WAL-P3,SMETS2_GAS,EXCHANGE,Aborted,2025-02-17,2025-02-11,,ENG-WAL-011,1,,No access,0,82.0,0
IMSERV-2025-0045671,WAL,Wales,WAL-P1,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-01-28,2025-02-17,ENG-WAL-004,3,,,165.0,82.0,0
IMSERV-2025-0045672,WAL,Wales,WAL-P2,SMETS1,NEW_INSTALL,Completed,2025-02-17,2025-02-11,2025-02-17,ENG-WAL-003,3,,,185.0,95.0,0
IMSERV-2025-0045673,WAL,Wales,WAL-P2,IHD,EXCHANGE,Cancelled,2025-02-17,2025-01-27,,,2,Rescheduled by customer,,0,0,0
IMSERV-2025-0045674,WAL,Wales,WAL-P2,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-06,2025-02-17,ENG-WAL-017,5,,,165.0,82.0,0
IMSERV-2025-0045675,WAL,Wales,WAL-P3,IHD,NEW_INSTALL,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-WAL-019,3,,,185.0,95.0,0
IMSERV-2025-0045676,WAL,Wales,WAL-P2,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-01-27,2025-02-17,ENG-WAL-010,4,,,185.0,95.0,0
IMSERV-2025-0045677,WAL,Wales,WAL-P2,SMETS1,EXCHANGE,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-WAL-009,4,,,165.0,82.0,0
IMSERV-2025-0045678,SCO,Scotland,SCO-P2,SMETS2,NEW_INSTALL,Cancelled,2025-02-17,2025-02-07,,,3,Wrong meter type,,0,0,0
IMSERV-2025-0045679,SCO,Scotland,SCO-P1,SMETS1,NEW_INSTALL,Completed,2025-02-17,2025-02-04,2025-02-17,ENG-SCO-004,2,,,185.0,95.0,0
IMSERV-2025-0045680,SCO,Scotland,SCO-P4,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-06,2025-02-17,ENG-SCO-004,2,,,185.0,95.0,0
IMSERV-2025-0045681,SCO,Scotland,SCO-P1,SMETS2_GAS,REMOVAL,Aborted,2025-02-17,2025-02-14,,ENG-SCO-022,5,,Customer unavailable,0,48.0,0
IMSERV-2025-0045682,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-12,2025-02-17,ENG-SCO-011,4,,,185.0,95.0,0
IMSERV-2025-0045683,SCO,Scotland,SCO-P3,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-SCO-006,3,,,185.0,95.0,0
IMSERV-2025-0045684,SCO,Scotland,SCO-P4,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-05,2025-02-17,ENG-SCO-019,4,,,165.0,82.0,0
IMSERV-2025-0045685,SCO,Scotland,SCO-P4,SMETS2,EXCHANGE,Cancelled,2025-02-17,2025-02-10,,,4,Customer refused,,0,0,0
IMSERV-2025-0045686,SCO,Scotland,SCO-P4,IHD,EXCHANGE,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-SCO-008,2,,,165.0,82.0,0
IMSERV-2025-0045687,SCO,Scotland,SCO-P3,SMETS2,EXCHANGE,Completed,2025-02-17,2025-02-03,2025-02-17,ENG-SCO-003,4,,,165.0,82.0,0
IMSERV-2025-0045688,SCO,Scotland,SCO-P1,SMETS2,REMOVAL,Booked,2025-02-17,2025-02-13,,ENG-SCO-021,4,,,0,0,0
IMSERV-2025-0045689,SCO,Scotland,SCO-P1,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-02-02,2025-02-17,ENG-SCO-014,4,,,165.0,82.0,0
IMSERV-2025-0045690,YRK,Yorkshire,YRK-P1,SMETS1,EXCHANGE,Completed,2025-02-17,2025-02-05,2025-02-17,ENG-YRK-026,3,,,165.0,82.0,0
IMSERV-2025-0045691,YRK,Yorkshire,YRK-P5,SMETS2,REPAIR,Completed,2025-02-17,2025-02-07,2025-02-17,ENG-YRK-033,5,,,120.0,65.0,0
IMSERV-2025-0045692,YRK,Yorkshire,YRK-P4,SMETS2,REPAIR,Completed,2025-02-17,2025-02-02,2025-02-17,ENG-YRK-003,1,,,120.0,65.0,0
IMSERV-2025-0045693,YRK,Yorkshire,YRK-P2,SMETS2,EXCHANGE,Completed,2025-02-17,2025-01-29,2025-02-17,ENG-YRK-022,2,,,165.0,82.0,0
IMSERV-2025-0045694,YRK,Yorkshire,YRK-P3,SMETS2,EXCHANGE,Cancelled,2025-02-17,2025-02-06,,,4,Customer refused,,0,0,0
IMSERV-2025-0045695,YRK,Yorkshire,YRK-P2,SMETS2,REPAIR,Completed,2025-02-17,2025-02-01,2025-02-17,ENG-YRK-019,1,,,120.0,65.0,0
IMSERV-2025-0045696,YRK,Yorkshire,YRK-P1,SMETS2_GAS,EXCHANGE,Completed,2025-02-17,2025-01-29,2025-02-17,ENG-YRK-007,3,,,165.0,82.0,0
IMSERV-2025-0045697,YRK,Yorkshire,YRK-P1,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-02-17,2025-01-29,,,1,Equipment fault,,0,0,0
IMSERV-2025-0045698,YRK,Yorkshire,YRK-P1,IHD,NEW_INSTALL,Cancelled,2025-02-17,2025-01-28,,,1,Work order error,,0,0,0
IMSERV-2025-0045699,YRK,Yorkshire,YRK-P5,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-01,2025-02-17,ENG-YRK-031,3,,,185.0,95.0,0
IMSERV-2025-0045700,YRK,Yorkshire,YRK-P5,SMETS2,EXCHANGE,Booked,2025-02-17,2025-02-05,,ENG-YRK-022,1,,,0,0,0
IMSERV-2025-0045701,YRK,Yorkshire,YRK-P4,SMETS2,NEW_INSTALL,Completed,2025-02-17,2025-02-14,2025-02-17,ENG-YRK-029,5,,,185.0,95.0,0
IMSERV-2025-0045702,NW,North West,NW-P4,SMETS2,EXCHANGE,Completed,2025-02-18,2025-01-28,2025-02-18,ENG-NW-006,5,,,165.0,82.0,0
IMSERV-2025-0045703,NW,North West,NW-P3,SMETS1,REPAIR,Cancelled,2025-02-18,2025-01-29,,,4,Rescheduled by customer,,0,0,0
IMSERV-2025-0045704,NW,North West,NW-P6,SMETS2,EXCHANGE,Cancelled,2025-02-18,2025-02-06,,,4,Wrong meter type,,0,0,0
IMSERV-2025-0045705,NW,North West,NW-P3,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-18,2025-02-09,2025-02-18,ENG-NW-029,3,,,185.0,95.0,0
IMSERV-2025-0045706,NW,North West,NW-P3,IHD,REPAIR,Completed,2025-02-18,2025-02-03,2025-02-18,ENG-NW-001,5,,,120.0,65.0,0
IMSERV-2025-0045707,NW,North West,NW-P3,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-08,2025-02-18,ENG-NW-035,5,,,185.0,95.0,0
IMSERV-2025-0045708,NW,North West,NW-P5,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-NW-007,4,,,185.0,95.0,0
IMSERV-2025-0045709,NW,North West,NW-P1,SMETS2_GAS,REPAIR,Completed,2025-02-18,2025-02-08,2025-02-18,ENG-NW-012,1,,,120.0,65.0,0
IMSERV-2025-0045710,NW,North West,NW-P1,SMETS2_GAS,NEW_INSTALL,Aborted,2025-02-18,2025-02-07,,ENG-NW-024,4,,Faulty meter location,0,95.0,0
IMSERV-2025-0045711,NW,North West,NW-P2,IHD,REPAIR,Completed,2025-02-18,2025-02-08,2025-02-18,ENG-NW-001,5,,,120.0,65.0,0
IMSERV-2025-0045712,NW,North West,NW-P6,SMETS2,NEW_INSTALL,Aborted,2025-02-18,2025-01-28,,ENG-NW-020,3,,Safety hazard,0,95.0,0
IMSERV-2025-0045713,NW,North West,NW-P6,SMETS2_GAS,REMOVAL,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-NW-022,4,,,90.0,48.0,0
IMSERV-2025-0045714,NW,North West,NW-P1,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-01-29,2025-02-18,ENG-NW-016,2,,,185.0,95.0,0
IMSERV-2025-0045715,NW,North West,NW-P2,SMETS2_GAS,REMOVAL,Cancelled,2025-02-18,2025-01-28,,,1,Customer refused,,0,0,0
IMSERV-2025-0045716,NW,North West,NW-P6,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-NW-035,2,,,165.0,82.0,0
IMSERV-2025-0045717,NW,North West,NW-P1,SMETS2,EXCHANGE,Completed,2025-02-18,2025-01-30,2025-02-18,ENG-NW-004,3,,,165.0,82.0,0
IMSERV-2025-0045718,NW,North West,NW-P2,SMETS2_GAS,REMOVAL,Completed,2025-02-18,2025-02-14,2025-02-18,ENG-NW-007,2,,,90.0,48.0,0
IMSERV-2025-0045719,NW,North West,NW-P1,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-NW-025,3,,,185.0,95.0,0
IMSERV-2025-0045720,NE,North East,NE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-01-29,2025-02-18,ENG-NE-017,3,,,185.0,95.0,0
IMSERV-2025-0045721,NE,North East,NE-P2,SMETS2,REPAIR,Completed,2025-02-18,2025-02-08,2025-02-18,ENG-NE-018,3,,,120.0,65.0,0
IMSERV-2025-0045722,NE,North East,NE-P1,SMETS2,EXCHANGE,Booked,2025-02-18,2025-02-06,,ENG-NE-027,1,,,0,0,0
IMSERV-2025-0045723,NE,North East,NE-P5,SMETS2_GAS,REMOVAL,Completed,2025-02-18,2025-01-30,2025-02-18,ENG-NE-001,4,,,90.0,48.0,0
IMSERV-2025-0045724,NE,North East,NE-P4,IHD,EXCHANGE,Completed,2025-02-18,2025-02-13,2025-02-18,ENG-NE-005,5,,,165.0,82.0,0
IMSERV-2025-0045725,NE,North East,NE-P2,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-NE-004,5,,,165.0,82.0,0
IMSERV-2025-0045726,NE,North East,NE-P1,SMETS2,REPAIR,Completed,2025-02-18,2025-01-31,2025-02-18,ENG-NE-020,1,,,120.0,65.0,0
IMSERV-2025-0045727,NE,North East,NE-P4,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-11,2025-02-18,ENG-NE-001,5,,,165.0,82.0,0
IMSERV-2025-0045728,NE,North East,NE-P1,SMETS1,NEW_INSTALL,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-NE-015,3,,,185.0,95.0,0
IMSERV-2025-0045729,NE,North East,NE-P3,SMETS2,NEW_INSTALL,Booked,2025-02-18,2025-02-01,,ENG-NE-011,2,,,0,0,0
IMSERV-2025-0045730,NE,North East,NE-P2,SMETS2_GAS,EXCHANGE,Booked,2025-02-18,2025-02-07,,ENG-NE-021,4,,,0,0,0
IMSERV-2025-0045731,NE,North East,NE-P5,SMETS2,NEW_INSTALL,Booked,2025-02-18,2025-02-04,,ENG-NE-008,5,,,0,0,0
IMSERV-2025-0045732,MID,Midlands,MID-P2,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-MID-044,4,,,165.0,82.0,0
IMSERV-2025-0045733,MID,Midlands,MID-P3,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-01-29,2025-02-18,ENG-MID-019,3,,,185.0,95.0,0
IMSERV-2025-0045734,MID,Midlands,MID-P4,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-14,2025-02-18,ENG-MID-020,3,,,165.0,82.0,0
