year,month,month_name,quarter,region_code,region_name,job_type,total_requests,completions,cancellations,aborts,revenue_gbp,direct_cost_gbp,overhead_gbp,total_cost_gbp,margin_gbp,margin_pct,cost_per_completion,is_forecast
2026,2,February,Q1,YRK,Yorkshire,EXCHANGE,135,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,YRK,Yorkshire,NEW_INSTALL,125,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,YRK,Yorkshire,REMOVAL,25,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,YRK,Yorkshire,REPAIR,52,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,MID,Midlands,EXCHANGE,199,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,MID,Midlands,NEW_INSTALL,153,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,MID,Midlands,REMOVAL,32,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,MID,Midlands,REPAIR,94,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NE,North East,EXCHANGE,127,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NE,North East,NEW_INSTALL,88,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NE,North East,REMOVAL,20,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NE,North East,REPAIR,51,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NW,North West,EXCHANGE,159,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NW,North West,NEW_INSTALL,140,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NW,North West,REMOVAL,24,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,NW,North West,REPAIR,74,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SCO,Scotland,EXCHANGE,113,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SCO,Scotland,NEW_INSTALL,110,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SCO,Scotland,REMOVAL,18,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SCO,Scotland,REPAIR,31,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SE,South East,EXCHANGE,210,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SE,South East,NEW_INSTALL,188,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SE,South East,REMOVAL,30,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SE,South East,REPAIR,116,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SW,South West,EXCHANGE,100,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SW,South West,NEW_INSTALL,79,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SW,South West,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,SW,South West,REPAIR,44,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,WAL,Wales,EXCHANGE,82,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,WAL,Wales,NEW_INSTALL,64,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,WAL,Wales,REMOVAL,24,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,WAL,Wales,REPAIR,27,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,YRK,Yorkshire,EXCHANGE,134,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,YRK,Yorkshire,NEW_INSTALL,129,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,YRK,Yorkshire,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,3,March,Q1,YRK,Yorkshire,REPAIR,60,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,MID,Midlands,EXCHANGE,208,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,MID,Midlands,NEW_INSTALL,139,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,MID,Midlands,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,MID,Midlands,REPAIR,88,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NE,North East,EXCHANGE,105,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NE,North East,NEW_INSTALL,95,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NE,North East,REMOVAL,23,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NE,North East,REPAIR,54,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NW,North West,EXCHANGE,166,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NW,North West,NEW_INSTALL,109,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NW,North West,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,NW,North West,REPAIR,70,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SCO,Scotland,EXCHANGE,118,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SCO,Scotland,NEW_INSTALL,88,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SCO,Scotland,REMOVAL,13,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SCO,Scotland,REPAIR,43,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SE,South East,EXCHANGE,218,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SE,South East,NEW_INSTALL,198,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SE,South East,REMOVAL,30,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SE,South East,REPAIR,91,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SW,South West,EXCHANGE,90,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SW,South West,NEW_INSTALL,88,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SW,South West,REMOVAL,19,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,SW,South West,REPAIR,47,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,WAL,Wales,EXCHANGE,67,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,WAL,Wales,NEW_INSTALL,77,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,WAL,Wales,REMOVAL,20,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,WAL,Wales,REPAIR,27,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,YRK,Yorkshire,EXCHANGE,130,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,YRK,Yorkshire,NEW_INSTALL,121,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,YRK,Yorkshire,REMOVAL,25,0,0,0,0,0,0,0,0,0,0,1
2026,4,April,Q2,YRK,Yorkshire,REPAIR,63,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,MID,Midlands,EXCHANGE,184,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,MID,Midlands,NEW_INSTALL,172,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,MID,Midlands,REMOVAL,46,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,MID,Midlands,REPAIR,77,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NE,North East,EXCHANGE,112,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NE,North East,NEW_INSTALL,100,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NE,North East,REMOVAL,11,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NE,North East,REPAIR,55,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NW,North West,EXCHANGE,171,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NW,North West,NEW_INSTALL,126,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NW,North West,REMOVAL,23,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,NW,North West,REPAIR,70,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SCO,Scotland,EXCHANGE,98,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SCO,Scotland,NEW_INSTALL,95,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SCO,Scotland,REMOVAL,21,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SCO,Scotland,REPAIR,53,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SE,South East,EXCHANGE,206,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SE,South East,NEW_INSTALL,201,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SE,South East,REMOVAL,38,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SE,South East,REPAIR,102,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SW,South West,EXCHANGE,97,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SW,South West,NEW_INSTALL,93,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SW,South West,REMOVAL,25,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,SW,South West,REPAIR,38,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,WAL,Wales,EXCHANGE,94,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,WAL,Wales,NEW_INSTALL,61,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,WAL,Wales,REMOVAL,8,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,WAL,Wales,REPAIR,37,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,YRK,Yorkshire,EXCHANGE,135,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,YRK,Yorkshire,NEW_INSTALL,122,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,YRK,Yorkshire,REMOVAL,28,0,0,0,0,0,0,0,0,0,0,1
2026,5,May,Q2,YRK,Yorkshire,REPAIR,65,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,MID,Midlands,EXCHANGE,236,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,MID,Midlands,NEW_INSTALL,170,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,MID,Midlands,REMOVAL,31,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,MID,Midlands,REPAIR,93,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NE,North East,EXCHANGE,132,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NE,North East,NEW_INSTALL,105,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NE,North East,REMOVAL,22,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NE,North East,REPAIR,63,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NW,North West,EXCHANGE,172,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NW,North West,NEW_INSTALL,165,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NW,North West,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,NW,North West,REPAIR,83,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SCO,Scotland,EXCHANGE,124,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SCO,Scotland,NEW_INSTALL,101,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SCO,Scotland,REMOVAL,21,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SCO,Scotland,REPAIR,59,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SE,South East,EXCHANGE,262,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SE,South East,NEW_INSTALL,224,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SE,South East,REMOVAL,44,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SE,South East,REPAIR,110,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SW,South West,EXCHANGE,99,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SW,South West,NEW_INSTALL,115,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SW,South West,REMOVAL,11,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,SW,South West,REPAIR,55,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,WAL,Wales,EXCHANGE,86,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,WAL,Wales,NEW_INSTALL,89,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,WAL,Wales,REMOVAL,15,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,WAL,Wales,REPAIR,36,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,YRK,Yorkshire,EXCHANGE,158,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,YRK,Yorkshire,NEW_INSTALL,135,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,YRK,Yorkshire,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,6,June,Q2,YRK,Yorkshire,REPAIR,72,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,MID,Midlands,EXCHANGE,256,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,MID,Midlands,NEW_INSTALL,193,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,MID,Midlands,REMOVAL,40,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,MID,Midlands,REPAIR,140,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NE,North East,EXCHANGE,153,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NE,North East,NEW_INSTALL,116,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NE,North East,REMOVAL,24,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NE,North East,REPAIR,73,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NW,North West,EXCHANGE,203,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NW,North West,NEW_INSTALL,179,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NW,North West,REMOVAL,35,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,NW,North West,REPAIR,87,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SCO,Scotland,EXCHANGE,135,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SCO,Scotland,NEW_INSTALL,136,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SCO,Scotland,REMOVAL,28,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SCO,Scotland,REPAIR,62,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SE,South East,EXCHANGE,278,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SE,South East,NEW_INSTALL,237,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SE,South East,REMOVAL,51,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SE,South East,REPAIR,132,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SW,South West,EXCHANGE,139,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SW,South West,NEW_INSTALL,98,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SW,South West,REMOVAL,21,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,SW,South West,REPAIR,63,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,WAL,Wales,EXCHANGE,91,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,WAL,Wales,NEW_INSTALL,89,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,WAL,Wales,REMOVAL,20,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,WAL,Wales,REPAIR,54,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,YRK,Yorkshire,EXCHANGE,181,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,YRK,Yorkshire,NEW_INSTALL,173,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,YRK,Yorkshire,REMOVAL,30,0,0,0,0,0,0,0,0,0,0,1
2026,7,July,Q3,YRK,Yorkshire,REPAIR,79,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,MID,Midlands,EXCHANGE,267,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,MID,Midlands,NEW_INSTALL,245,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,MID,Midlands,REMOVAL,48,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,MID,Midlands,REPAIR,107,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NE,North East,EXCHANGE,167,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NE,North East,NEW_INSTALL,123,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NE,North East,REMOVAL,28,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NE,North East,REPAIR,70,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NW,North West,EXCHANGE,212,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NW,North West,NEW_INSTALL,185,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NW,North West,REMOVAL,40,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,NW,North West,REPAIR,94,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SCO,Scotland,EXCHANGE,147,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SCO,Scotland,NEW_INSTALL,124,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SCO,Scotland,REMOVAL,21,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SCO,Scotland,REPAIR,60,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SE,South East,EXCHANGE,293,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SE,South East,NEW_INSTALL,258,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SE,South East,REMOVAL,55,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SE,South East,REPAIR,123,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SW,South West,EXCHANGE,141,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SW,South West,NEW_INSTALL,111,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SW,South West,REMOVAL,23,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,SW,South West,REPAIR,65,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,WAL,Wales,EXCHANGE,113,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,WAL,Wales,NEW_INSTALL,98,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,WAL,Wales,REMOVAL,22,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,WAL,Wales,REPAIR,45,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,YRK,Yorkshire,EXCHANGE,195,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,YRK,Yorkshire,NEW_INSTALL,185,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,YRK,Yorkshire,REMOVAL,25,0,0,0,0,0,0,0,0,0,0,1
2026,8,August,Q3,YRK,Yorkshire,REPAIR,83,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,MID,Midlands,EXCHANGE,272,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,MID,Midlands,NEW_INSTALL,241,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,MID,Midlands,REMOVAL,54,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,MID,Midlands,REPAIR,128,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NE,North East,EXCHANGE,161,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NE,North East,NEW_INSTALL,150,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NE,North East,REMOVAL,32,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NE,North East,REPAIR,77,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NW,North West,EXCHANGE,214,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NW,North West,NEW_INSTALL,215,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NW,North West,REMOVAL,50,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,NW,North West,REPAIR,107,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SCO,Scotland,EXCHANGE,149,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SCO,Scotland,NEW_INSTALL,138,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SCO,Scotland,REMOVAL,36,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SCO,Scotland,REPAIR,69,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SE,South East,EXCHANGE,326,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SE,South East,NEW_INSTALL,271,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SE,South East,REMOVAL,62,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SE,South East,REPAIR,141,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SW,South West,EXCHANGE,144,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SW,South West,NEW_INSTALL,120,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SW,South West,REMOVAL,25,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,SW,South West,REPAIR,71,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,WAL,Wales,EXCHANGE,118,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,WAL,Wales,NEW_INSTALL,92,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,WAL,Wales,REMOVAL,21,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,WAL,Wales,REPAIR,51,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,YRK,Yorkshire,EXCHANGE,229,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,YRK,Yorkshire,NEW_INSTALL,182,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,YRK,Yorkshire,REMOVAL,29,0,0,0,0,0,0,0,0,0,0,1
2026,9,September,Q3,YRK,Yorkshire,REPAIR,76,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,MID,Midlands,EXCHANGE,302,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,MID,Midlands,NEW_INSTALL,238,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,MID,Midlands,REMOVAL,62,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,MID,Midlands,REPAIR,119,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NE,North East,EXCHANGE,163,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NE,North East,NEW_INSTALL,147,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NE,North East,REMOVAL,30,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NE,North East,REPAIR,83,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NW,North West,EXCHANGE,228,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NW,North West,NEW_INSTALL,205,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NW,North West,REMOVAL,53,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,NW,North West,REPAIR,108,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SCO,Scotland,EXCHANGE,157,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SCO,Scotland,NEW_INSTALL,120,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SCO,Scotland,REMOVAL,30,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SCO,Scotland,REPAIR,88,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SE,South East,EXCHANGE,322,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SE,South East,NEW_INSTALL,294,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SE,South East,REMOVAL,50,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SE,South East,REPAIR,140,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SW,South West,EXCHANGE,123,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SW,South West,NEW_INSTALL,158,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SW,South West,REMOVAL,24,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,SW,South West,REPAIR,78,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,WAL,Wales,EXCHANGE,126,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,WAL,Wales,NEW_INSTALL,104,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,WAL,Wales,REMOVAL,18,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,WAL,Wales,REPAIR,41,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,YRK,Yorkshire,EXCHANGE,221,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,YRK,Yorkshire,NEW_INSTALL,158,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,YRK,Yorkshire,REMOVAL,50,0,0,0,0,0,0,0,0,0,0,1
2026,10,October,Q4,YRK,Yorkshire,REPAIR,105,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,MID,Midlands,EXCHANGE,269,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,MID,Midlands,NEW_INSTALL,211,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,MID,Midlands,REMOVAL,58,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,MID,Midlands,REPAIR,111,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NE,North East,EXCHANGE,152,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NE,North East,NEW_INSTALL,140,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NE,North East,REMOVAL,26,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NE,North East,REPAIR,81,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NW,North West,EXCHANGE,219,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NW,North West,NEW_INSTALL,184,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NW,North West,REMOVAL,36,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,NW,North West,REPAIR,101,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,SCO,Scotland,EXCHANGE,145,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,SCO,Scotland,NEW_INSTALL,121,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,SCO,Scotland,REMOVAL,22,0,0,0,0,0,0,0,0,0,0,1
2026,11,November,Q4,SCO,Scotland,REPAIR,77,0,0,0,0,0,0,0,0,0,0,1
