engineer_id,region_code,region_name,patch_code,employment_type,avail_date,year,month,week,day_of_week,status,jobs_completed,jobs_target,utilisation_pct
ENG-NW-F013,NW,North West,NW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F014,NW,North West,NW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F015,NW,North West,NW-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F016,NW,North West,NW-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F017,NW,North West,NW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F018,NW,North West,NW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F019,NW,North West,NW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F020,NW,North West,NW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F021,NW,North West,NW-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F022,NW,North West,NW-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F023,NW,North West,NW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F024,NW,North West,NW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F025,NW,North West,NW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F026,NW,North West,NW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F027,NW,North West,NW-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F028,NW,North West,NW-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F029,NW,North West,NW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F030,NW,North West,NW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F031,NW,North West,NW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F032,NW,North West,NW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F033,NW,North West,NW-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F034,NW,North West,NW-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F035,NW,North West,NW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F036,NW,North West,NW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F037,NW,North West,NW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F038,NW,North West,NW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F039,NW,North West,NW-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F040,NW,North West,NW-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F041,NW,North West,NW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NW-F042,NW,North West,NW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-001,NE,North East,NE-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-NE-002,NE,North East,NE-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-003,NE,North East,NE-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-004,NE,North East,NE-P4,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-005,NE,North East,NE-P5,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-006,NE,North East,NE-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-007,NE,North East,NE-P2,Agency,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-NE-008,NE,North East,NE-P3,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-009,NE,North East,NE-P4,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-010,NE,North East,NE-P5,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-NE-011,NE,North East,NE-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-012,NE,North East,NE-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-NE-013,NE,North East,NE-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-014,NE,North East,NE-P4,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-015,NE,North East,NE-P5,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-016,NE,North East,NE-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-017,NE,North East,NE-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-018,NE,North East,NE-P3,Contract,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-019,NE,North East,NE-P4,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-NE-020,NE,North East,NE-P5,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-021,NE,North East,NE-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-022,NE,North East,NE-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-023,NE,North East,NE-P3,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-NE-024,NE,North East,NE-P4,Contract,2026-01-05,2026,1,2,Monday,Annual Leave,0,3,0.0
ENG-NE-025,NE,North East,NE-P5,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,3,0.0
ENG-NE-026,NE,North East,NE-P1,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-NE-027,NE,North East,NE-P2,Contract,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-NE-F018,NE,North East,NE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F019,NE,North East,NE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F020,NE,North East,NE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F021,NE,North East,NE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F022,NE,North East,NE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F023,NE,North East,NE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F024,NE,North East,NE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F025,NE,North East,NE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F026,NE,North East,NE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F027,NE,North East,NE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F028,NE,North East,NE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F029,NE,North East,NE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F030,NE,North East,NE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F031,NE,North East,NE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F032,NE,North East,NE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F033,NE,North East,NE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-NE-F034,NE,North East,NE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-001,MID,Midlands,MID-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-002,MID,Midlands,MID-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-MID-003,MID,Midlands,MID-P3,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-004,MID,Midlands,MID-P4,Agency,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-005,MID,Midlands,MID-P5,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-006,MID,Midlands,MID-P6,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-007,MID,Midlands,MID-P7,Contract,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-MID-008,MID,Midlands,MID-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-009,MID,Midlands,MID-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-010,MID,Midlands,MID-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-MID-011,MID,Midlands,MID-P4,Agency,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-MID-012,MID,Midlands,MID-P5,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-013,MID,Midlands,MID-P6,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-014,MID,Midlands,MID-P7,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-015,MID,Midlands,MID-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-016,MID,Midlands,MID-P2,Contract,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-MID-017,MID,Midlands,MID-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-018,MID,Midlands,MID-P4,Contract,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-MID-019,MID,Midlands,MID-P5,Contract,2026-01-05,2026,1,2,Monday,Annual Leave,0,3,0.0
ENG-MID-020,MID,Midlands,MID-P6,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-MID-021,MID,Midlands,MID-P7,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-MID-022,MID,Midlands,MID-P1,Contract,2026-01-05,2026,1,2,Monday,Annual Leave,0,4,0.0
ENG-MID-023,MID,Midlands,MID-P2,Agency,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-MID-024,MID,Midlands,MID-P3,Contract,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-MID-025,MID,Midlands,MID-P4,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,4,0.0
ENG-MID-026,MID,Midlands,MID-P5,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-MID-F011,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F012,MID,Midlands,MID-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F013,MID,Midlands,MID-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F014,MID,Midlands,MID-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F015,MID,Midlands,MID-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F016,MID,Midlands,MID-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F017,MID,Midlands,MID-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F018,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F019,MID,Midlands,MID-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F020,MID,Midlands,MID-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F021,MID,Midlands,MID-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F022,MID,Midlands,MID-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F023,MID,Midlands,MID-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F024,MID,Midlands,MID-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F025,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F026,MID,Midlands,MID-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F027,MID,Midlands,MID-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F028,MID,Midlands,MID-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F029,MID,Midlands,MID-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F030,MID,Midlands,MID-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F031,MID,Midlands,MID-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F032,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F033,MID,Midlands,MID-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F034,MID,Midlands,MID-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F035,MID,Midlands,MID-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F036,MID,Midlands,MID-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F037,MID,Midlands,MID-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F038,MID,Midlands,MID-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F039,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F040,MID,Midlands,MID-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F041,MID,Midlands,MID-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F042,MID,Midlands,MID-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F043,MID,Midlands,MID-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F044,MID,Midlands,MID-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F045,MID,Midlands,MID-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F046,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F047,MID,Midlands,MID-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F048,MID,Midlands,MID-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F049,MID,Midlands,MID-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F050,MID,Midlands,MID-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F051,MID,Midlands,MID-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F052,MID,Midlands,MID-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-MID-F053,MID,Midlands,MID-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-001,SE,South East,SE-P1,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-002,SE,South East,SE-P2,Contract,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-003,SE,South East,SE-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-004,SE,South East,SE-P4,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-005,SE,South East,SE-P5,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-006,SE,South East,SE-P6,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-007,SE,South East,SE-P7,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-SE-008,SE,South East,SE-P8,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-SE-009,SE,South East,SE-P1,Agency,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-010,SE,South East,SE-P2,Agency,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-011,SE,South East,SE-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-012,SE,South East,SE-P4,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-013,SE,South East,SE-P5,Agency,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SE-014,SE,South East,SE-P6,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-015,SE,South East,SE-P7,Permanent,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-016,SE,South East,SE-P8,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-SE-017,SE,South East,SE-P1,Agency,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-SE-018,SE,South East,SE-P2,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,4,0.0
ENG-SE-019,SE,South East,SE-P3,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,4,0.0
ENG-SE-020,SE,South East,SE-P4,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,3,0.0
ENG-SE-021,SE,South East,SE-P5,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-SE-022,SE,South East,SE-P6,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,4,0.0
ENG-SE-023,SE,South East,SE-P7,Permanent,2026-01-05,2026,1,2,Monday,Annual Leave,0,5,0.0
ENG-SE-F016,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F017,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F018,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F019,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F020,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F021,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F022,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F023,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F024,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F025,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F026,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F027,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F028,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F029,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F030,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F031,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F032,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F033,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F034,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F035,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F036,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F037,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F038,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F039,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F040,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F041,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F042,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F043,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F044,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F045,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F046,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F047,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F048,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F049,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F050,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F051,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F052,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F053,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F054,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F055,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F056,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F057,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F058,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F059,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F060,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F061,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F062,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F063,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F064,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F065,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F066,SE,South East,SE-P6,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F067,SE,South East,SE-P7,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F068,SE,South East,SE-P8,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F069,SE,South East,SE-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F070,SE,South East,SE-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F071,SE,South East,SE-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F072,SE,South East,SE-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SE-F073,SE,South East,SE-P5,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-020,SW,South West,SW-P4,Permanent,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SW-021,SW,South West,SW-P1,Contract,2026-01-05,2026,1,2,Monday,Available,0,3,0.0
ENG-SW-022,SW,South West,SW-P2,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-SW-023,SW,South West,SW-P3,Permanent,2026-01-05,2026,1,2,Monday,Available,0,5,0.0
ENG-SW-024,SW,South West,SW-P4,Contract,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F001,SW,South West,SW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F002,SW,South West,SW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F003,SW,South West,SW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F004,SW,South West,SW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F005,SW,South West,SW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F006,SW,South West,SW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F007,SW,South West,SW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F008,SW,South West,SW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F009,SW,South West,SW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F010,SW,South West,SW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F011,SW,South West,SW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F012,SW,South West,SW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F013,SW,South West,SW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F014,SW,South West,SW-P2,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F015,SW,South West,SW-P3,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F016,SW,South West,SW-P4,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
ENG-SW-F017,SW,South West,SW-P1,Forecast,2026-01-05,2026,1,2,Monday,Available,0,4,0.0
